time,x,y
0.0,0.0,1.0
0.04004004004004004,0.07993494657845189,0.994571957141712
0.08008008008008008,0.15899086374640167,0.9782421928119052
0.12012012012012012,0.2362464465332806,0.9508724905314225
0.16016016016016016,0.31069081075714033,0.91222814536768
0.20020020020020018,0.3811648377687376,0.8619716394554117
0.24024024024024024,0.44628224501674824,0.7996544309098377
0.2802802802802803,0.5043156933730358,0.7247085984902999
0.3203203203203203,0.5530223379302409,0.6364430102073413
0.36036036036036034,0.5893604176112411,0.5340568818871859
0.40040040040040037,0.6089985501757685,0.4167069521702825
0.44044044044044045,0.6054001836384251,0.2837374236252892
0.4804804804804805,0.5679495146825561,0.13544300746664648
0.5205205205205206,0.4776459645885746,-0.024124800621349522
0.5605605605605606,0.2960952798394709,-0.17402918670567602
0.6006006006006006,-0.040537154797942315,-0.18488306397553328
0.6406406406406406,-0.14041398670840233,0.19588825522118303
0.6806806806806807,0.0815034072310958,0.38716683073772473
0.7207207207207207,0.2900863285255188,0.4303123120057757
0.7607607607607607,0.459709399157554,0.4104530934933343
0.8008008008008007,0.5951469002778678,0.35888582766571664
0.8408408408408409,0.7022661126442445,0.2898137049354068
0.8808808808808809,0.785695371491794,0.2107669961459508
0.9209209209209209,0.8489205840053926,0.12619366494872997
0.960960960960961,0.8945807328966002,0.03894552561840328
1.001001001001001,0.9247039538241503,-0.049019809946443095
1.0410410410410411,0.9408736639829045,-0.13627281954522785
1.0810810810810811,0.9443435257717291,-0.22170527576565666
1.1211211211211212,0.9361178768864553,-0.3044049740987395
1.1611611611611612,0.9170091531645721,-0.38357443589197127
1.2012012012012012,0.8876799499131367,-0.4584739837328992
1.2412412412412412,0.8486748497122971,-0.5283781019784854
1.2812812812812813,0.8004456204495984,-0.5925381703390857
1.3213213213213213,0.7433725531414077,-0.6501466307343032
1.3613613613613613,0.6777844236403675,-0.7002983164156669
1.4014014014014013,0.6039798233057467,-0.741944361076786
1.4414414414414414,0.5222536098333523,-0.7738327738362062
1.4814814814814814,0.4329345586875849,-0.7944269454565352
1.5215215215215214,0.3364452571727658,-0.8017880181501513
1.5615615615615615,0.23340617366238808,-0.793396937669402
1.6016016016016015,0.12483104831099338,-0.7658721275309326
1.6416416416416417,0.012524726622561875,-0.7144979320007612
1.6816816816816818,-0.10002360931118082,-0.632391819968249
1.7217217217217218,-0.20535450112540587,-0.5089572463177665
1.7617617617617618,-0.28496434903882656,-0.32708853350313405
1.8018018018018018,-0.280087776875921,-0.06289948011809372
1.8418418418418419,0.01880578133405697,0.1680583257804419
1.8818818818818819,0.285347206843319,-0.08956267417520895
1.921921921921922,0.27600689184047217,-0.34700564833292025
1.961961961961962,0.19088945614840247,-0.5225772088774434
2.002002002002002,0.08295943414804641,-0.6409733346123384
2.042042042042042,-0.030837988999423093,-0.7189272696182162
2.0820820820820822,-0.143625506875331,-0.7667759543593045
2.1221221221221223,-0.25218351259680505,-0.791243845262163
2.1621621621621623,-0.35485111917938383,-0.7969477040661602
2.2022022022022023,-0.4506995331901295,-0.7872047229391042
2.2422422422422423,-0.5391621700573318,-0.7644906688905707
2.2822822822822824,-0.6198524742747233,-0.7307147273994672
2.3223223223223224,-0.6924666985834579,-0.687393120859498
2.3623623623623624,-0.7567278055204124,-0.6357641586309506
2.4024024024024024,-0.8123500420026043,-0.576868183511934
2.4424424424424425,-0.8590138413577131,-0.5116061000353169
2.4824824824824825,-0.8963453335897503,-0.44078501504532763
2.5225225225225225,-0.9238968961344975,-0.3651568207031043
2.5625625625625625,-0.9411261079620353,-0.28545427620173264
2.6026026026026026,-0.9473706789326647,-0.20242891034210675
2.6426426426426426,-0.9418166100454263,-0.11689582206402745
2.6826826826826826,-0.9234559968831846,-0.02979255577020028
2.7227227227227226,-0.8910293492022678,0.057736367613904514
2.7627627627627627,-0.8429448388839444,0.14420857533840878
2.8028028028028027,-0.7771631310430175,0.22758700807813237
2.8428428428428427,-0.6910319394220659,0.3048944351464279
2.8828828828828827,-0.5810544874220808,0.37147070323984577
2.9229229229229228,-0.4426151707768272,0.41938979146835376
2.962962962962963,-0.2699868177281132,0.4335998938680387
3.003003003003003,-0.059319000834177744,0.3805810146206888
3.043043043043043,0.15515919365677536,0.16870161582824403
3.083083083083083,0.008595242110248843,-0.19836515826794138
3.123123123123123,-0.3164247923507644,-0.1602093772032861
3.163163163163163,-0.4869773286803643,-0.005419867301382873
3.203203203203203,-0.5701752762880166,0.15481366713434522
3.2432432432432434,-0.6025688954031083,0.3024876035831999
3.2832832832832834,-0.6023273383536188,0.43429379419202047
3.3233233233233235,-0.5796607276419159,0.5502019917153146
3.3633633633633635,-0.5408838583974944,0.6509844124974399
3.4034034034034035,-0.490195804736239,0.7375437176342727
3.4434434434434436,-0.43055418790015765,0.8107145390225757
3.4834834834834836,-0.3641458877300716,0.8712090886280733
3.5235235235235236,-0.2926599644280024,0.9196094367282532
3.5635635635635636,-0.21745624373726433,0.9563742890938159
3.6036036036036037,-0.1396757661256215,0.981848967267372
3.6436436436436437,-0.06031769640097949,0.996274562484544
3.6836836836836837,0.01970324179695299,0.9997948899455751
3.7237237237237237,0.0995100617037681,0.99246084462284
3.7637637637637638,0.17822143872509852,0.9742320963346068
3.803803803803804,0.2549092353444136,0.9449761677773748
3.843843843843844,0.32855051778049704,0.9044650015969261
3.883883883883884,0.3979676909881358,0.8523692835969986
3.923923923923924,0.4617474418814383,0.7882512669655896
3.963963963963964,0.518123329899145,0.7115581363116495
4.004004004004004,0.5647952673317053,0.6216213579859446
4.044044044044044,0.5986352322738923,0.5176765625589229
4.084084084084084,0.615175764452844,0.39894460271614185
4.124124124124124,0.6076512283871297,0.2648959250363226
4.1641641641641645,0.5650243965825941,0.11611417842071572
4.2042042042042045,0.46742642018349456,-0.04252587177075078
4.2442442442442445,0.2745718044047419,-0.18675425255292322
4.2842842842842845,-0.07115452487907567,-0.16681250534131686
4.324324324324325,-0.12364208083310009,0.22074273144413398
4.364364364364365,0.10367833616763256,0.3924506544788257
4.404404404404405,0.30989358732115485,0.42622537962628787
4.444444444444445,0.47642946613631987,0.400961343193183
4.484484484484485,0.608829700028119,0.3458955984350643
4.524524524524525,0.713072495853021,0.27443418139989006
4.564564564564565,0.7937905651921336,0.19373162077576822
4.604604604604605,0.8544558030310819,0.10803289205024272
4.644644644644645,0.8976924564581709,0.020069174356176278
4.684684684684685,0.9255167170062251,-0.06827864478920173
4.724724724724725,0.9395031701019515,-0.15563222846160926
4.764764764764765,0.9408994094022978,-0.24091857757802826
4.804804804804805,0.9307060748617094,-0.32325010119777053
4.844844844844845,0.9097339904753831,-0.40184643981831925
4.884884884884885,0.8786460735777806,-0.47597941100263247
4.924924924924925,0.8379891481032309,-0.5449304809547787
4.964964964964965,0.7882192738097432,-0.6079541053282074
5.005005005005005,0.7297233889663878,-0.6642421251479151
5.045045045045045,0.6628398076671734,-0.7128849914731572
5.085085085085085,0.587880423294598,-0.7528252162343199
5.125125125125125,0.5051585732218952,-0.7827970342587883
5.165165165165165,0.4150290195185129,-0.8012433425398562
5.205205205205205,0.31795184483146305,-0.8061954651055874
5.245245245245245,0.21460371509424847,-0.7950908312499609
5.285285285285285,0.10608727823101645,-0.7644830925458338
5.325325325325325,-0.005641238313937931,-0.7095570525639726
5.365365365365365,-0.11680725025318632,-0.6232712561518997
5.405405405405405,-0.21932855015192373,-0.49477055565235517
5.445445445445445,-0.2930066642629576,-0.30660420841310504
5.485485485485485,-0.2726327689668849,-0.03617730123263782
5.525525525525525,0.05563856040291027,0.16221245448136398
5.565565565565565,0.2885190780088292,-0.11582494316572856
5.605605605605605,0.26621317751714896,-0.3662048602711299
5.645645645645645,0.1760034976997201,-0.5355348031857592
5.685685685685685,0.0656776837701222,-0.6489508165399273
5.7257257257257255,-0.04924286609947625,-0.7227998918513373
5.7657657657657655,-0.1624220320392091,-0.7671630281576581
5.8058058058058055,-0.270893683790885,-0.7886097677027162
5.8458458458458455,-0.37313338165015825,-0.7916599471654626
5.885885885885886,-0.46829332640366367,-0.7795675808469831
5.925925925925926,-0.5558585465539613,-0.7547659141788029
5.965965965965966,-0.6354771329755649,-0.7191349724184432
6.006006006006006,-0.706869480990368,-0.6741709557358002
6.046046046046046,-0.7697757965631028,-0.621098773844372
6.086086086086086,-0.823922790037271,-0.5609504837940553
6.126126126126126,-0.8689998711815473,-0.494622947203555
6.166166166166166,-0.904639463354343,-0.4229230449361142
6.206206206206206,-0.9303980496293377,-0.34660619079981797
6.246246246246246,-0.9457354123531792,-0.2664126853040377
6.286286286286286,-0.9499896921521618,-0.18310628449754732
6.326326326326326,-0.9423455502242094,-0.09752020073036785
6.366366366366366,-0.92179186163465,-0.01061799213449433
6.406406406406406,-0.8870638324503795,0.07641853714879099
6.446446446446447,-0.8365620211529738,0.16205266848470914
6.486486486486487,-0.7682371700803836,0.24416546245667778
6.526526526526527,-0.6794259046301876,0.31965000607842114
6.566566566566567,-0.5666249611212558,0.38362569589121
6.606606606606607,-0.42524203329402266,0.4277525246063886
6.646646646646647,-0.24972439758104067,0.4360820259405555
6.686686686686687,-0.03732270681845196,0.37271467259857755
6.726726726726727,0.16733333876031814,0.139457447785565
6.766766766766767,-0.023623612866362567,-0.20742874946930803
6.806806806806807,-0.33542812778938086,-0.1454910454084909
6.846846846846847,-0.49536023765663034,0.013466654277584658
6.886886886886887,-0.5716709091866135,0.1741318387158264
6.926926926926927,-0.599143382961419,0.3210703912096897
6.966966966966967,-0.5951584257163757,0.45164292791580607
7.007007007007007,-0.569538986664299,0.5660608047488278
7.047047047047047,-0.5283868929333383,0.6652036370244989
7.087087087087087,-0.47577352668983286,0.7500292690449418
7.127127127127127,-0.41457499646041285,0.8214039696213663
7.167167167167167,-0.346923821054155,0.8800597676885303
7.207207207207207,-0.27447181401049564,0.9265921296767511
7.247247247247247,-0.1985530372114482,0.9614694717133615
7.287287287287287,-0.12029095370618663,0.9850446461109829
7.327327327327327,-0.04067337282361189,0.9975649950223109
7.367367367367367,0.039391263345139045,0.9991798965025561
7.407407407407407,0.1190277692932418,0.9899455602336403
7.4474474474474475,0.19735230465756665,0.9698271052434511
7.4874874874874875,0.27342966310470906,0.9386980369025097
7.5275275275275275,0.34622461434832336,0.8963373069829342
7.5675675675675675,0.4145407709308828,0.8424243340316929
7.607607607607608,0.4769373711594919,0.77653292722026
7.647647647647648,0.5316082660555544,0.6981264993197851
7.687687687687688,0.5761951767130093,0.6065608400031653
7.727727727727728,0.6074822120207184,0.5011108330621142
7.767767767767768,0.6208629021441797,0.3810665321403861
7.807807807807808,0.6093366642857214,0.24603502834013896
7.847847847847848,0.5614318560301311,0.09691463034635693
7.887887887887888,0.4563808807889702,-0.0605119800472268
7.927927927927928,0.25199419768970555,-0.19820516626940304
7.967967967967968,-0.09933081710233407,-0.14427552202519553
8.008008008008009,-0.10534393937432353,0.2431568241715797
8.048048048048049,0.1256863533017293,0.39645077411638974
8.088088088088089,0.32931017007929064,0.42136245079688023
8.128128128128129,0.49270389237140017,0.39094219318007456
8.168168168168169,0.6220488921850734,0.3325298432811102
8.208208208208209,0.7234098590793502,0.2587863028424896
8.248248248248249,0.8014173522138225,0.1765109710048961
8.288288288288289,0.8595270623606657,0.08975543056479678
8.328328328328329,0.9003476433525838,0.0011352457517619218
8.368368368368369,0.92588297650662,-0.08754256040784544
8.408408408408409,0.9376986599065857,-0.17494909686407983
8.448448448448449,0.9370361691190007,-0.26004548297982805
8.488488488488489,0.9248924616963622,-0.3419680072199352
8.528528528528529,0.902076813313325,-0.41995293238315856
8.568568568568569,0.8692525710900677,-0.49328323131829616
8.608608608608609,0.8269689548784058,-0.5612471215273636
8.64864864864865,0.7756865260626028,-0.6231019837792907
8.68868868868869,0.7157991493032906,-0.6780389692105847
8.72872872872873,0.6476550485072899,-0.7251441084181576
8.76876876876877,0.5715799221723403,-0.7633512954577916
8.80880880880881,0.4879062829662264,-0.7913810345144239
8.84884884884885,0.39701587230833124,-0.8076558117208357
8.88888888888889,0.29940773188162756,-0.8101772543387422
8.92892892892893,0.1958170367226992,-0.7963394338755743
8.96896896896897,0.08743923972964403,-0.7626314356788717
9.00900900900901,-0.023610767614660997,-0.704138838804742
9.04904904904905,-0.13325740052613352,-0.6136621306590632
9.08908908908909,-0.2327551982978877,-0.48009221091266696
9.12912912912913,-0.30007112025790034,-0.28567288261637774
9.16916916916917,-0.26289197302454237,-0.009708963195920373
9.20920920920921,0.09038402213865199,0.15105506307609015
9.24924924924925,0.2897662522603808,-0.14146001040848472
9.28928928928929,0.2556672431224181,-0.38460073322978167
9.32932932932933,0.16076133469770595,-0.5477779532472792
9.36936936936937,0.04823419640742868,-0.6562904549973887
9.40940940940941,-0.06768985976150381,-0.7260942511250316
